time,iteration,module,variant_index,params,status,resp_len,reward,counts,values
1761287163.1331449,1,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,2.168717102284236,"[1, 0, 0, 0]","[2.168717102284236, 0.0, 0.0, 0.0]"
1761287164.1465251,1,search,0,"{""q"": ""needle""}",200,36,0.029143299290450782,"[1, 0, 0]","[0.029143299290450782, 0.0, 0.0]"
1761287166.9368656,2,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,2.1755826934220597,"[1, 1, 0, 0]","[2.168717102284236, 2.1755826934220597, 0.0, 0.0]"
1761287167.9613726,2,search,1,"{""q"": ""haystack""}",200,36,0.0038613266461262675,"[1, 1, 0]","[0.029143299290450782, 0.0038613266461262675, 0.0]"
1761287170.4394038,3,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.08099696729762512,"[1, 1, 1, 0]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 0.0]"
1761287171.4461322,3,search,2,"{""q"": ""test""}",200,36,0.014231865853641869,"[1, 1, 1]","[0.029143299290450782, 0.0038613266461262675, 0.014231865853641869]"
1761287174.176886,4,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.047523511044004,"[1, 1, 1, 1]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.047523511044004]"
1761287175.185435,4,search,0,"{""q"": ""needle""}",200,36,0.009447240872391422,"[2, 1, 1]","[0.019295270081421102, 0.0038613266461262675, 0.014231865853641869]"
1761287177.539048,5,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.04834736037297,"[1, 1, 1, 2]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.047935435708487]"
1761287178.5669396,5,search,2,"{""q"": ""test""}",200,36,0.025175568724105576,"[2, 1, 2]","[0.019295270081421102, 0.0038613266461262675, 0.019703717288873723]"
1761287181.344584,6,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.042980056966619,"[1, 1, 1, 3]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.04628364279453]"
1761287182.3660018,6,search,1,"{""q"": ""haystack""}",200,36,0.02351555028487754,"[2, 2, 2]","[0.019295270081421102, 0.013688438465501905, 0.019703717288873723]"
1761287185.1499386,7,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.032627702262904,"[1, 1, 1, 4]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.042869657661623]"
1761287186.1643999,7,search,2,"{""q"": ""test""}",200,36,0.02470961352510308,"[2, 2, 3]","[0.019295270081421102, 0.013688438465501905, 0.021372349367616842]"
1761287188.9434826,8,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.004701850267146,"[1, 1, 1, 5]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.035236096182728]"
1761287189.9656825,8,search,0,"{""q"": ""needle""}",200,36,0.02935486833476871,"[3, 2, 3]","[0.022648469499203634, 0.013688438465501905, 0.021372349367616842]"
1761287192.8714204,9,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.006620444719168,"[1, 1, 1, 6]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.030466820938801]"
1761287193.8970587,9,search,1,"{""q"": ""haystack""}",200,36,0.03323154454953716,"[3, 3, 3]","[0.022648469499203634, 0.020202807160180324, 0.021372349367616842]"
1761287196.1640415,10,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.042795125991536,"[1, 1, 1, 7]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.032228007374905]"
1761287197.1812978,10,search,0,"{""q"": ""needle""}",200,36,0.01220430801443792,"[4, 3, 3]","[0.020037429128012207, 0.020202807160180324, 0.021372349367616842]"
1761287199.2948272,11,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0107059478135145,"[1, 1, 1, 8]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.029537749929731]"
1761287200.307853,11,search,2,"{""q"": ""test""}",200,36,0.029852332162292463,"[4, 3, 4]","[0.020037429128012207, 0.020202807160180324, 0.02349234506628575]"
1761287203.114047,12,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.045300691692102,"[1, 1, 1, 9]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.031289187903328]"
1761287204.1290689,12,search,1,"{""q"": ""haystack""}",200,36,0.03688987110699534,"[4, 4, 4]","[0.020037429128012207, 0.024374573146884078, 0.02349234506628575]"
1761287206.3538737,13,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0430083925709575,"[1, 1, 1, 10]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.032461108370091]"
1761287207.3780866,13,search,1,"{""q"": ""haystack""}",200,36,0.005541840341446564,"[4, 5, 4]","[0.020037429128012207, 0.020608026585796576, 0.02349234506628575]"
1761287210.1196551,14,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.042768018029164,"[1, 1, 1, 11]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.03339810015728]"
1761287211.133753,14,search,2,"{""q"": ""test""}",200,36,0.0027333624806501703,"[4, 5, 5]","[0.020037429128012207, 0.020608026585796576, 0.019340548549158634]"
1761287213.7523284,15,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.006884238178608,"[1, 1, 1, 12]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.031188611659057]"
1761287214.761541,15,search,0,"{""q"": ""needle""}",200,36,0.04445797819470748,"[5, 5, 5]","[0.02492153894135126, 0.020608026585796576, 0.019340548549158634]"
1761287217.0877168,16,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0306354842872185,"[1, 1, 1, 13]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.031146063399685]"
1761287218.0967767,16,search,0,"{""q"": ""needle""}",200,36,0.01633561493140703,"[6, 5, 5]","[0.023490551606360557, 0.020608026585796576, 0.019340548549158634]"
1761287221.0532322,17,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.049923395774807,"[1, 1, 1, 14]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.03248730142648]"
1761287222.064168,17,search,1,"{""q"": ""haystack""}",200,36,0.040273617996380635,"[6, 6, 5]","[0.023490551606360557, 0.02388562515422725, 0.019340548549158634]"
1761287224.1643975,18,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.021539619808892,"[1, 1, 1, 15]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.031757455985308]"
1761287225.1791098,18,search,2,"{""q"": ""test""}",200,36,0.01610872049778291,"[6, 6, 6]","[0.023490551606360557, 0.02388562515422725, 0.018801910540596014]"
1761287228.161993,19,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.010660127134535,"[1, 1, 1, 16]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.030438872932134]"
1761287229.1800468,19,search,1,"{""q"": ""haystack""}",200,36,0.011825829397028233,"[6, 7, 6]","[0.023490551606360557, 0.022162797188913105, 0.018801910540596014]"
1761287232.155727,20,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.035569131505766,"[1, 1, 1, 17]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.03074065284823]"
1761287233.1767201,20,search,0,"{""q"": ""needle""}",200,36,0.04844810605443144,"[7, 7, 6]","[0.02705591652751354, 0.022162797188913105, 0.018801910540596014]"
1761287235.673637,21,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.003209823662813,"[1, 1, 1, 18]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.029211162337929]"
1761287236.6858768,21,search,2,"{""q"": ""test""}",200,36,0.030205980350323947,"[7, 7, 7]","[0.02705591652751354, 0.022162797188913105, 0.020431063370557147]"
1761287239.5431657,22,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.007199039426904,"[1, 1, 1, 19]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.028052629553137]"
1761287240.5562706,22,search,0,"{""q"": ""needle""}",200,36,0.03077169527544789,"[8, 7, 7]","[0.02752038887100533, 0.022162797188913105, 0.020431063370557147]"
1761287243.2015917,23,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.040487710638779,"[1, 1, 1, 20]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.028674383607419]"
1761287244.2318208,23,search,1,"{""q"": ""haystack""}",200,36,0.04107981327441218,"[8, 8, 7]","[0.02752038887100533, 0.024527424199600488, 0.020431063370557147]"
1761287246.285989,24,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.00105289427997,"[1, 1, 1, 21]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027359074591826]"
1761287247.3022983,24,search,2,"{""q"": ""test""}",200,36,0.017896638249738733,"[8, 8, 8]","[0.02752038887100533, 0.024527424199600488, 0.020114260230454845]"
1761287249.6244717,25,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.000602659796033,"[1, 1, 1, 22]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.02614287391929]"
1761287250.6388867,25,search,0,"{""q"": ""needle""}",200,36,0.032815933603225364,"[9, 8, 8]","[0.02810878273014089, 0.024527424199600488, 0.020114260230454845]"
1761287252.8297915,26,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.04656012942813,"[1, 1, 1, 23]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027030580680544]"
1761287253.846102,26,search,1,"{""q"": ""haystack""}",200,36,0.02826850607716479,"[9, 9, 8]","[0.02810878273014089, 0.024943099963774296, 0.020114260230454845]"
1761287256.7085886,27,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0385130061027805,"[1, 1, 1, 24]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027509015073138]"
1761287257.725968,27,search,2,"{""q"": ""test""}",200,36,0.04059726539838625,"[9, 9, 9]","[0.02810878273014089, 0.024943099963774296, 0.022390149693558334]"
1761287260.1168447,28,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.020839813134852,"[1, 1, 1, 25]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027242246995606]"
1761287261.1283522,28,search,0,"{""q"": ""needle""}",200,36,0.0072072051763510505,"[10, 9, 9]","[0.026018624974761907, 0.024943099963774296, 0.022390149693558334]"
1761287263.8430142,29,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.001596202431473,"[1, 1, 1, 26]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.026255860666217]"
1761287264.8543918,29,search,1,"{""q"": ""haystack""}",200,36,0.03471971998103287,"[10, 10, 9]","[0.026018624974761907, 0.025920761965500156, 0.022390149693558334]"
1761287267.059053,30,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.047303793706165,"[1, 1, 1, 27]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027035413741771]"
1761287268.0705075,30,search,2,"{""q"": ""test""}",200,36,0.005581942472450136,"[10, 10, 10]","[0.026018624974761907, 0.025920761965500156, 0.020709328971447515]"
1761287270.3776996,31,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.043983657447164,"[1, 1, 1, 28]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027640708159821]"
1761287271.391058,31,search,0,"{""q"": ""needle""}",200,36,0.037927411724662435,"[11, 10, 10]","[0.027101241952025592, 0.025920761965500156, 0.020709328971447515]"
1761287273.568542,32,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.003646355633153,"[1, 1, 1, 29]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.026813316693385]"
1761287274.5883615,32,search,1,"{""q"": ""haystack""}",200,36,0.002890098908879807,"[11, 11, 10]","[0.027101241952025592, 0.023827065323989215, 0.020709328971447515]"
1761287277.1485248,33,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.042049036578177,"[1, 1, 1, 30]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.027321174022878]"
1761287278.163733,33,search,2,"{""q"": ""test""}",200,36,0.008668865768253249,"[11, 11, 11]","[0.027101241952025592, 0.023827065323989215, 0.019614741407520765]"
1761287280.823285,34,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.009739550789976,"[1, 1, 1, 31]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.0267540248863325]"
1761287281.8492224,34,search,0,"{""q"": ""needle""}",200,36,0.013550024201002125,"[12, 11, 11]","[0.025971973806106968, 0.023827065323989215, 0.019614741407520765]"
1761287284.2612264,35,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.001415536688795,"[1, 1, 1, 32]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025962197130159]"
1761287285.4001722,35,search,1,"{""q"": ""haystack""}",200,36,0.042076795786916726,"[12, 12, 11]","[0.025971973806106968, 0.02534787619589984, 0.019614741407520765]"
1761287287.4361672,36,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.025728917791037,"[1, 1, 1, 33]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025955128059277]"
1761287288.4439402,36,search,2,"{""q"": ""test""}",200,36,0.008973781980750545,"[12, 12, 12]","[0.025971973806106968, 0.02534787619589984, 0.018727994788623248]"
1761287290.9239125,37,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.01275815541938,"[1, 1, 1, 34]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025566981805162]"
1761287291.9434557,37,search,0,"{""q"": ""needle""}",200,36,0.0013218553051906668,"[13, 12, 12]","[0.024075810844498023, 0.02534787619589984, 0.018727994788623248]"
1761287294.3858325,38,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.029463211163334,"[1, 1, 1, 35]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025678302643967]"
1761287295.4173293,38,search,1,"{""q"": ""haystack""}",200,36,0.015661811181281866,"[13, 13, 12]","[0.024075810844498023, 0.02460279427169846, 0.018727994788623248]"
1761287298.1360712,39,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.042898286537351,"[1, 1, 1, 36]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.026156635529894]"
1761287299.1502204,39,search,2,"{""q"": ""test""}",200,36,0.01180511432856396,"[13, 13, 13]","[0.024075810844498023, 0.02460279427169846, 0.018195465522464843]"
1761287301.7742443,40,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0112139256307975,"[1, 1, 1, 37]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025752778505594]"
1761287302.7842896,40,search,1,"{""q"": ""haystack""}",200,36,0.030359659095561282,"[13, 14, 13]","[0.024075810844498023, 0.025013998901974376, 0.018195465522464843]"
1761287305.2942505,41,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.029137115418857,"[1, 1, 1, 38]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025841840003311]"
1761287306.3092973,41,search,0,"{""q"": ""needle""}",200,36,0.014790593722278306,"[14, 14, 13]","[0.023412581050053758, 0.025013998901974376, 0.018195465522464843]"
1761287308.7122097,42,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.006510314477831,"[1, 1, 1, 39]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025346159861632]"
1761287309.7311993,42,search,2,"{""q"": ""test""}",200,36,0.04344100696381442,"[14, 14, 14]","[0.023412581050053758, 0.025013998901974376, 0.01999871848256124]"
1761287312.159556,43,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0330610805070695,"[1, 1, 1, 40]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025539032877768]"
1761287313.1743214,43,search,1,"{""q"": ""haystack""}",200,36,0.007104313715280331,"[14, 15, 14]","[0.023412581050053758, 0.02382001988952811, 0.01999871848256124]"
1761287315.581134,44,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.005796420610846,"[1, 1, 1, 41]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.025057505749307]"
1761287316.610145,44,search,0,"{""q"": ""needle""}",200,36,0.0426961439741415,"[15, 15, 14]","[0.024698151911659607, 0.02382001988952811, 0.01999871848256124]"
1761287319.1272728,45,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.007820947786584,"[1, 1, 1, 42]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.024647111512099]"
1761287320.1368906,45,search,2,"{""q"": ""test""}",200,36,0.004592607217692274,"[15, 15, 15]","[0.024698151911659607, 0.02382001988952811, 0.01897164439823664]"
1761287322.5791664,46,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.001471546259824,"[1, 1, 1, 43]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.024108144878325]"
1761287323.6020038,46,search,0,"{""q"": ""needle""}",200,36,0.007203625103197809,"[16, 15, 15]","[0.023604743986130747, 0.02382001988952811, 0.01897164439823664]"
1761287325.645416,47,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.021531702683756,"[1, 1, 1, 44]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.024049589373903]"
1761287326.672093,47,search,1,"{""q"": ""haystack""}",200,36,0.0036426826817551774,"[16, 16, 15]","[0.023604743986130747, 0.0225589363140423, 0.01897164439823664]"
1761287328.9333994,48,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.041847634346533,"[1, 1, 1, 45]","[2.168717102284236, 2.1755826934220597, 0.08099696729762512, 7.024445101484406]"
1761287329.9451642,48,search,2,"{""q"": ""test""}",200,36,0.024981231216902718,"[16, 16, 16]","[0.023604743986130747, 0.0225589363140423, 0.01934724357440327]"
